numero,nombre,direccion,dirComplemento,entreCalles,estado,ciudad,telefono,latitud,longitud,estacionamiento,rampas,recibeDolar,tipos_servicio,servicios_detalle
462,Miahuatlán,3 de Octubre 102,"Col. Centro, Miahuatlán de Porfirio Díaz, C.P. 70805, Oaxaca",5 de Febrero y Juárez,Oaxaca,Miahuatlan,0,16.32898,-96.596466,0,0,0.0,"300,400,100,900,300","300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No"
914,Puerto Escondido,Avenida Alfonso Pérez Gasga 314,"Col. Puerto Escondido Centro, San Pedro Mixtepec -Dto. 22 -, C.P. 71980, Oaxaca",Union y Marina Nacional,Oaxaca,Puerto Escondido,0,15.860079,-97.067602,0,0,0.0,"400,300,300,900,100","400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No"
915,Pinotepa,Porfirio Diaz 103,"Col. Pinotepa Nacional Centro, Santiago Pinotepa Nacional, C.P. 71600, Oaxaca",Porfirio Diaz y Progreso,Oaxaca,Pinotepa Nacional,0,16.340388,-98.052175,0,0,0.0,"300,300,600,900,100,400","300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 600 (AFORE): 09:00 - 16:00, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No"
28,Tehuantepec,Avenida Juárez 9,"Col. Santo Domingo Tehuantepec Centro, Santo Domingo Tehuantepec, C.P. 70760, Oaxaca",Calle Arista y Mina,Oaxaca,Tehuantepec,0,16.332627,-95.231472,0,0,0.0,"100,900,300,400,300,300","100 (Sucursal): 09:00 - 16:00, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No"
398,Juchitán,5 de Septiembre 12,"Col. Juchitán Centro, Juchitán de Zaragoza, C.P. 70000, Oaxaca",Efraín Gomez y Benito Juárez,Oaxaca,Juchitan,0,16.433651,-95.022658,0,0,0.0,"300,100,300,300,400,300,300,400,900,400,400","300 (ATM): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No"
182,Salina Cruz,Calle Guaymas 22,"Col. Salina Cruz Centro, Salina Cruz, C.P. 70600, Oaxaca",Avenida Tampico y Avenida Manuel Avila Camacho,Oaxaca,Salina Cruz,0,16.177563,-95.194349,0,0,0.0,"300,300,600,300,300,300,400,400,100,900,300,400,400","300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 600 (AFORE): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No"
599,Huatulco,Boulevard Benito Juárez 7385,"Col. Santa Cruz Sector A, Santa María Huatulco, C.P. 70987, Oaxaca",Pochutla y Santa Cruz,Oaxaca,Bahias De Huatulco,0,15.754004,-96.13448,0,0,,"400,300,100,300","400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No"
226,Huixtla,Avenida Central Norte 7,"Col. Huixtla Centro, Huixtla, C.P. 30640, Chiapas",Ignacio Zaragoza Poniente y Francisco I. Madero Poniente,Chiapas,Huixtla,0,15.138557,-92.465994,0,0,0.0,"100,300,400,300,900","100 (Sucursal): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No"
296,Villaflores,Avenida Segunda Sur S/N,"Col. Centro, Villaflores, C.P. 30470, Chiapas",Central Sur y Calle Primera Poniente,Chiapas,Villa Flores,0,16.233811,-93.267005,0,0,0.0,"400,300,100,900,300,400","400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No"
324,Tonalá,5 de Febrero 47,"Col. Centro, Tonalá, C.P. 30500, Chiapas",5 de Febrero y Calle Independencia,Chiapas,Tonala,0,16.090793,-93.751246,0,0,,"300,300,300,400,900,400,100,300","300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No"
4196,Puerto Madero,Carretera A Puerto Madero Km 3.5,"Col. Ecológico Las Hortensias, Tapachula, C.P. 30797, Chiapas",Plaza Paseo Las Hortensias y Bugambilia,Chiapas,,0,14.875573,-92.2848919,0,0,0.0,"300,300,400,100,300","300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No"
273,Comitán,Segunda Sur Oriente S/N,"Col. Centro, Comitán de Domínguez, C.P. 30000, Chiapas",Primera Calle Sur Oriente y Segunda Sur Oriente,Chiapas,Comitan,0,16.251678,-92.134396,0,0,0.0,"400,900,100,300","400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No"
73,Villa las Rosas,Calle Central Oriente 8,"Col. Las Rosas Centro, Las Rosas, C.P. 30350, Chiapas",Avenida Central Norte y Primera Avenida Oriente Norte,Chiapas,,0,16.364527,-92.369156,0,0,0.0,"300,400,100,300,900","300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No"
4452,Balun Canan,Boulevard Sur Dr. Belizario Dominguez Sur S/N,"Col. la Pileta, Comitán de Domínguez, C.P. 30029, Chiapas",Octava Calle Sur Poniente y 10A. Sur Poniente,Chiapas,Comitan,0,16.241629,-92.1374063,0,0,,"900,300,400,300,100","900 (Banamex 1): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No"
552,Tacana Tapachula,Decimoséptima Calle Poniente 5,"Col. Tapachula Centro, Tapachula, C.P. 30700, Chiapas",Central Norte y 4A. Avenida Norte,Chiapas,Tapachula,0,14.914677,-92.259593,0,0,0.0,"600,900,300,300,300,400,400,100,400,400","600 (AFORE): 09:00 - 16:00, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: Yes; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: Yes; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No"
743,Frontera Comalapa,Central Sur 100,"Col. Frontera Comalapa Centro, Frontera Comalapa, C.P. 30140, Chiapas",Segunda Calle Sur Poniente y 1A. Avenida Poniente,Chiapas,Frontera Comalapa,0,15.659195,-92.140936,0,0,0.0,"100,400,300,900","100 (Sucursal): 09:00 - 16:00, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No"
130,Tapachula,Avenida Central Sur 31,"Col. Tapachula Centro, Tapachula, C.P. 30700, Chiapas",Calle Segunda Poniente y Calle Cuarta Poniente,Chiapas,Tapachula,0,14.904842,-92.264659,0,0,0.0,"400,100,300,400,300,400,300,300,300,900","400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No"
18,Zihuatanejo,Ejido 1,"Col. Zihuatanejo Centro, Zihuatanejo de Azueta, C.P. 40890, Guerrero",Vicente Guerrero y Avenida Benito Juárez,Guerrero,Acapulco,0,17.64057,-101.557055,0,0,0.0,"300,400,100,300,300,900,300,400,300","300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No"
444,Atoyac de Álvarez,Juan Nepomuceno Álvarez 8,"Col. Atoyac de Álvarez Centro, Atoyac de Álvarez, C.P. 40930, Guerrero",5 de Mayo y Perseverancia,Guerrero,Atoyac De Alvarez,0,17.213092,-100.433496,0,0,,"300,400,100,900,300","300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No"
445,Ciudad Altamirano,Lázaro Cárdenas 710,"Col. Ciudad Altamirano Centro, Pungarabato, C.P. 40660, Guerrero",Independencia y Antonio del Castillo,Guerrero,Ciudad Altamirano,0,18.358195,-100.66866,0,0,0.0,"300,400,900,300,100,300,300,400","300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No"
447,Lázaro Cárdenas,Lázaro Cárdenas 1646,"Col. Centro, Lázaro Cárdenas, C.P. 60950, Michoacán de Ocampo",Francisco Javier Mina y Corregidora,Michoacán,Lazaro Cardenas,0,17.95815,-102.195717,0,0,0.0,"100,300,400,900,300,300,400,300,600","100 (Sucursal): 09:00 - 16:00, Sat: Yes; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: Yes; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 600 (AFORE): 09:00 - 16:00, Sat: Yes"
5975,Plaza Las Américas,Las Palmas 1559,"Col. El Palmar, Lázaro Cárdenas, C.P. 60955, Michoacán de Ocampo",Belisario Domínguez y 4,Michoacán,Lazaro Cardenas,0,17.977652,-102.21347,0,0,0.0,"300,100,900,300","300 (ATM): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No"
7179,Petatlan,Avenida Independencia S/N,"Col. Petatlan Centro, Petatlán, C.P. 40850, Guerrero",Revolución y Nicolas Bravo,Guerrero,Petatlan,0,17.53701,-101.272634,0,0,0.0,"300,900,100","300 (ATM): 24x7 - 24x7, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No"
418,Arcelia,Independencia 4,"Col. Arcelia Centro, Arcelia, C.P. 40500, Guerrero",Altamirano y Cuauhtémoc,Guerrero,Arcelia,0,18.315111,-100.284675,0,0,0.0,"300,300,900,400,100","300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No"
4392,Ciudad Administrativa,Boulevard Vicente Guerrero Km 273,"Col. Burocratas, Chilpancingo de los Bravo, C.P. 39090, Guerrero",Lic Rene Juárez Cisneros y Trebol,Guerrero,Chilpancingo,0,17.532459,-99.4948912,0,0,,"300,300,400,900,100,300,300","300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: Yes; 100 (Sucursal): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No"
490,Chilapa,Revolución 207,"Col. Chilapa de Alvarez Centro, Chilapa de Álvarez, C.P. 41100, Guerrero",Insurgentes y Constitución,Guerrero,Chilapa,0,17.593555,-99.177309,0,0,,"400,900,300,100,300","400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No"
565,Teloloapan,Eutimio Pinzón 10,"Col. Teloloapan Centro, Teloloapan, C.P. 40400, Guerrero",Aldama y 5 de Mayo,Guerrero,Teloloapan,0,18.368078,-99.873215,0,0,0.0,"100,300,300,900","100 (Sucursal): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No"
4602,Tlapa De Comonfort,Gálvez 25,"Col. Tlapa de Comonfort Centro, Tlapa de Comonfort, C.P. 41300, Guerrero",Elpidio Cortez y Comonfort,Guerrero,Tlapa,4760771,17.548144,-98.5811294,0,0,0.0,"300,400,100,400,300,900","300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: Yes"
772,Huitzuco,Plaza del Comercio 6,"Col. Huitzuco Centro, Huitzuco de los Figueroa, C.P. 40130, Guerrero",Ruffo Figueroa y Ayuntamiento,Guerrero,Huitzuco,0,18.305453,-99.334254,0,0,0.0,"100,300,300","100 (Sucursal): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No"
5183,Liverpool Chilpancingo,René Juárez Cisneros 130,"Col. Balcones de Tepango, Chilpancingo de los Bravo, C.P. 39095, Guerrero",Kena Moreno y Río Huacpa,Guerrero,Chilpancingo,0,17.51588,-99.4838596,0,0,0.0,"300,900,100,600,300","300 (ATM): 24x7 - 24x7, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: Yes; 600 (AFORE): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No"
173,Chilpancingo,José Ma Morelos y Pavón S/N,"Col. Chilpancingo de los Bravo Centro, Chilpancingo de los Bravo Centro, C.P. 39000, Guerrero",Emiliano Zapata y Benito Juárez,Guerrero,Chilpancingo,0,17.552278,-99.501946,0,0,0.0,"300,900,300,300,400,400,100,300,300","300 (ATM): 24x7 - 24x7, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No"
176,Iguala,Constitución 4,"Col. Iguala de la Independencia Centro, Iguala de la Independencia, C.P. 40000, Guerrero",Benito Juárez y Juan N Alvarez,Guerrero,Iguala,0,18.345514,-99.540726,0,0,,"300,900,300,300,300,400,400,100,300,300,300,300","300 (ATM): 24x7 - 24x7, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: Yes; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: Yes; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No"
7180,"Ayutla, Acapulco, Gro",Zaragoza 15,"Col. Ayutla de los Libres Centro, Ayutla de los Libres, C.P. 39200, Guerrero",Morelos y Plan de Ayutla,Guerrero,,0,16.965468,-99.096906,0,0,0.0,"100,400,900","100 (Sucursal): 09:00 - 16:00, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No"
44,Ometepec,Cuauhtémoc 64,"Col. Ometepec Centro, Ometepec, C.P. 41700, Guerrero",Pedro Ascencio y Juan Ruíz Alarcón,Guerrero,Acapulco,0,16.690129,-98.407408,0,0,,"300,100,400,300,300,400","300 (ATM): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No"
152,Acapulco,Avenida Costera Miguel Alemán 364,"Col. Acapulco de Juárez Centro, Acapulco de Juárez, C.P. 39300, Guerrero",Avenida Cuauhtemoc y Morelos,Guerrero,Acapulco,0,16.849436,-99.904775,0,0,,"300,100,300","300 (ATM): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No"
456,Costera,Costera Miguel Alemán 2085,"Col. Magallanes, Acapulco de Juárez, C.P. 39670, Guerrero",Costera Miguel Alemán y Antón de Alaminos,Guerrero,Acapulco,0,16.861371,-99.879811,0,0,,"400,400,300,100,300,400","400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No"
924,Costa Azul,Avenida Costera Miguel Alemán S/N,"Col. Club Deportivo, Acapulco de Juárez, C.P. 39690, Guerrero",Laurel y Palmas,Guerrero,Acapulco,0,16.853878,-99.856769,0,0,,"100,300,400,300,400","100 (Sucursal): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No"
4450,Coyuca de Benitez,Palmeras 33,"Col. Coyuca de Benítez Centro, Coyuca de Benítez, C.P. 40970, Guerrero",Diego Álvarez Norte y de la Campana,Guerrero,Acapulco,0,17.007198,-100.085081,0,0,,"100,400","100 (Sucursal): 09:00 - 16:00, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No"
37,La Sabana,Boulevard Vicente Guerrero S/N,"Col. Renacimiento, Acapulco de Juárez, C.P. 39715, Guerrero",Solidaridad y Eje Central Vicente Guerrero,Guerrero,Acapulco,0,16.895543,-99.832126,0,0,,"300,300,100,300,400,300,400","300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No"
317,Progreso Acapulco,Cuauhtémoc 739,"Col. Acapulco de Juárez Centro, Acapulco de Juárez, C.P. 39300, Guerrero",Humboldt y Diego Hurtado de Mendoza,Guerrero,Acapulco,0,16.856807,-99.900942,0,0,,"300,300,300,300,400,100,400,600","300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: Yes; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 600 (AFORE): 09:00 - 16:00, Sat: Yes"
4096,Ejido,Avenida Constituyentes S/N,"Col. Bellavista, Acapulco de Juárez, C.P. 39550, Guerrero",Ejido y Emiliano Zapata,Guerrero,Acapulco,0,16.863362,-99.9034768,0,0,,100,"100 (Sucursal): 09:00 - 16:00, Sat: No"
62,San Marcos,Nicolás Bravo 40,"Col. San Marcos, San Marcos, C.P. 39960, Guerrero",Allende y Brisas,Guerrero,San Marcos,0,16.796722,-99.388741,0,0,,"100,300,400","100 (Sucursal): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No"
9031,Acapulco Diamante,Boulevard De Las Naciones 52,"Col. Granjas del Marqués, Acapulco de Juárez, C.P. 39890, Guerrero",Simon Bolivar y Cortijo,Guerrero,Acapulco,0,16.795938,-99.8085435,0,0,,"100,400,400","100 (Sucursal): 09:00 - 16:00, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No"
9433,Constituyentes Acapulco,Baja California S/N,"Col. Progreso, Acapulco de Juárez, C.P. 39350, Guerrero",Niños Héroes y Bernal Díaz del Castillo,Guerrero,Acapulco,0,16.869566,-99.897187,0,0,,"100,400","100 (Sucursal): 09:00 - 16:00, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No"
228,Tehuacán,Avenida Reforma Norte 101,"Col. Centro, Tehuacán, C.P. 75700, Puebla",Avenida Independencia Poniente y 2 Poniente,Puebla,Tehuacan,0,18.463464,-97.394216,0,0,,"400,900,300,300,100,300,400","400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No"
493,Santa Rosa,Carretera Internacional Cristóbal Colon 716,"Col. Cuauhtémoc, Oaxaca de Juárez, C.P. 68030, Oaxaca",Calle 8 Norte y Calle 9 Norte,Oaxaca,Oaxaca,0,17.088586,-96.745944,0,0,0.0,"300,300,300,400,100,400,400,900","300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No"
4411,Canteras,Carretera Internacional 400,"Col. Santa María Ixcotel, Oaxaca de Juárez, C.P. 71244, Oaxaca",Avenida Canteras y Mártires de Tacubaya,Oaxaca,Santa Lucia Del Camino,0,17.069549,-96.7055951,0,0,0.0,"400,100,300,900,300","400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No"
4447,Reforma Tehuacan,Avenida Reforma Sur 202,"Col. Tehuacán Centro, Tehuacán, C.P. 75700, Puebla",Calle 1 Poniente y Calle 3 Poniente,Puebla,Tehuacan,0,18.461896,-97.3941036,0,0,0.0,"300,100,400,400,900,600,300","300 (ATM): 24x7 - 24x7, Sat: No; 100 (Sucursal): 09:00 - 16:00, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 400 (Sucursal Automatica): 24x7 - 24x7, Sat: No; 900 (Banamex 1): 09:00 - 16:00, Sat: No; 600 (AFORE): 09:00 - 16:00, Sat: No; 300 (ATM): 24x7 - 24x7, Sat: No"
